unicode dec,unicode hex,character,name
164,00A4,¤,currency
8353,20A1,₡,colonmonetary
8361,20A9,₩,uni20A9
8362,20AA,₪,newsheqel
8363,20AB,₫,dong
8365,20AD,₭,uni20AD
8366,20AE,₮,uni20AE
8369,20B1,₱,uni20B1
8372,20B4,₴,uni20B4
8373,20B5,₵,uni20B5
8376,20B8,₸,uni20B8
8377,20B9,₹,uni20B9
8378,20BA,₺,uni20BA
8380,20BC,₼,uni20BC
8381,20BD,₽,uni20BD
