unicode dec,unicode hex,character,name
64422,FBA6,ﮦ,hehUrdu.isol
64423,FBA7,ﮧ,hehUrdu.fina
64425,FBA9,ﮩ,hehUrdu.medi
64424,FBA8,ﮨ,hehUrdu.init
1729,06C1,ہ,hehUrdu
1731,06C3,ۃ,hehTehUrdu
,,,hehTehUrdu.fina
1748,06D4,۔,stopUrdu
1652,0674,ٴ,hamzehAboveUrdu
